mcl1	mcl3	mcl5	ortho_group	species	gene_id	desc	symbol	Transcription Factor Family	Gene Symbol	Gene Name	Also Known As	Source Material for Membership
1479	5973	8026	OG0003831	fly	FBgn0024230	Heparan sulfate 2-O-sulfotransferase	Hs2st					
1479	5973	8027	OG0027730	fly	FBgn0003089	pipe	pip					
1480	5975	8029	OG0001342	fly	FBgn0001961	Actin-related protein 2/3 complex, subunit 1	Arpc1					
1481	5976	8030	OG0003842	fly	FBgn0034700		CG11269					
1481	5976	8030	OG0003842	fly	FBgn0262116	Ribonuclease kappa	RNASEK					
1481	5977	8031	OG0005289	fly	FBgn0052831		CG33695					
1483	5981	8037	OG0007827	fly	FBgn0033483	eiger	egr					
1484	5984	8040	OG0004592	fly	FBgn0040078	pontin	pont					
1484	5984	8041	OG0005473	fly	FBgn0040075	reptin	rept					
1485	5985	8042	OG0003929	fly	FBgn0260468		CG7950					
1488	5994	8054	OG0001367	fly	FBgn0000092	daywake	dyw					
1488	5994	8054	OG0001367	fly	FBgn0037174		CG14457					
1488	5994	8054	OG0001367	fly	FBgn0038394		CG10264					
1488	5994	8054	OG0001367	fly	FBgn0038395		CG10407					
1488	5994	8054	OG0001367	fly	FBgn0039203		CG13618					
1488	5994	8054	OG0001367	fly	FBgn0039297		CG11852					
1488	5994	8054	OG0001367	fly	FBgn0039298	takeout	to					
1488	5994	8054	OG0001367	fly	FBgn0039299		CG11854					
1488	5994	8054	OG0001367	fly	FBgn0039482		CG14258					
1488	5994	8054	OG0001367	fly	FBgn0039483		CG14259					
1488	5994	8054	OG0001367	fly	FBgn0039485		CG17189					
1488	5994	8054	OG0001367	fly	FBgn0250839		CG2016					
1488	5994	8055	OG0001367	fly	FBgn0037288		CG14661					
1488	5994	8055	OG0001367	fly	FBgn0053680		CG33680					
1488	5994	8056	OG0001367	fly	FBgn0037290		CG1124					
1488	5995	8057	OG0001367	fly	FBgn0027586		CG5867					
1488	5995	8057	OG0001367	fly	FBgn0032494		CG5945					
1488	5995	8057	OG0001367	fly	FBgn0032495		CG16820					
1488	5995	8057	OG0001367	fly	FBgn0038894		CG15497					
1488	5995	8057	OG0028209	fly	FBgn0031538		CG3246					
1488	5996	8058	OG0001367	fly	FBgn0038849		CG7079					
1488	5996	8058	OG0001367	fly	FBgn0038850		CG17279					
1488	5996	8058	OG0001367	fly	FBgn0051189		CG31189					
1488	5996	8058	OG0001367	fly	FBgn0051207		CG31207					
1491	6000	8062	OG0004749	fly	FBgn0026666	Magnetic receptor	MagR					
1491	6001	8063	OG0004901	fly	FBgn0039205		CG13623					
1493	6004	8067	OG0001509	fly	FBgn0011740	alpha-Mannosidase class II a	alpha-Man-IIa					
1493	6004	8067	OG0001509	fly	FBgn0026616	alpha-Mannosidase class II b	alpha-Man-IIb					
1494	6005	8068	OG0001455	fly	FBgn0024277	trio	trio					
1495	6006	8069	OG0002432	fly	FBgn0000535	ether a go-go	eag					
1496	6007	8070	OG0004017	fly	FBgn0016691	ATP synthase, oligomycin sensitivity conferring protein	ATPsynO					
1496	6008	8071	OG0008426	fly	FBgn0086695	humpty dumpty	hd					
1499	6016	8081	OG0002983	fly	FBgn0024194	rasp	rasp					
1500	6019	8084	OG0000815	fly	FBgn0004649	yolkless	yl					
1500	6019	8084	OG0004659	fly	FBgn0261260	Megalin	mgl					
1500	6022	8087	OG0009334	fly	FBgn0027550		CG6495					
1501	6024	8089	OG0004668	fly	FBgn0038371	PSEA-binding protein 45kD	Pbp45					
1503	6029	8094	OG0001840	fly	FBgn0026181	Rho kinase	Rok					
1504	6030	8095	OG0004779	fly	FBgn0260487		CG42534					
1505	6033	8098	OG0001587	fly	FBgn0027508	tankyrase	Tnks					
1506	6039	8105	OG0000808	fly	FBgn0050440		CG30440					
1507	6041	8107	OG0004766	fly	FBgn0287585	lethal (3) 77CDf	l(3)77CDf					
1508	6043	8109	OG0001511	fly	FBgn0262511	Vacuolar H[+] ATPase 44kD subunit	Vha44					
1511	6048	8115	OG0001414	fly	FBgn0043362	blue cheese	bchs					
1512	6049	8117	OG0003993	fly	FBgn0038549		CG17802					
1512	6049	8117	OG0007597	fly	FBgn0264817	pre-lola-G	pre-lola-G					
1513	6056	8124	OG0001075	fly	FBgn0034951		CG3860					
1514	6057	8125	OG0016170	fly	FBgn0052227	golden goal	gogo					
1514	6057	8125	OG0026387	fly	FBgn0037941		CG12594					
1515	6058	8126	OG0002951	fly	FBgn0028737	eukaryotic translation elongation factor 1 beta	eEF1beta					
1515	6058	8126	OG0002951	fly	FBgn0032198	eukaryotic translation elongation factor 1 delta	eEF1delta					
1516	6059	8127	OG0003204	fly	FBgn0037255	Factor interacting with poly(A) polymerase 1	Fip1					
1517	6063	8134	OG0028254	fly	FBgn0085446		CG34417					
1519	6065	8136	OG0001254	fly	FBgn0029118	Succinyl-coenzyme A synthetase beta subunit, GDP-forming	ScsbetaG					
1519	6065	8137	OG0001254	fly	FBgn0037643	Succinyl-coenzyme A synthetase beta subunit, ADP-forming	ScsbetaA					
1520	6066	8138	OG0001255	fly	FBgn0031285		CG3662					
1521	6067	8139	OG0001256	fly	FBgn0003048	pecanex	pcx					
1522	6068	8140	OG0001257	fly	FBgn0263705	Myosin 10A	Myo10A					
1523	6070	8144	OG0015038	fly	FBgn0039821		CG15556					
1523	6072	8146	OG0015038	fly	FBgn0039818		CG11318					
1523	6072	8146	OG0015038	fly	FBgn0264699		CG43968					
1524	6075	8149	OG0004136	fly	FBgn0010520	Bekka	Bka					
1524	6076	8150	OG0006733	fly	FBgn0031361		CG17652					
1525	6077	8151	OG0000142	fly	FBgn0003861	transient receptor potential	trp					
1525	6077	8151	OG0000142	fly	FBgn0005614	transient receptor potential-like	trpl					
1525	6077	8151	OG0000142	fly	FBgn0032593	Transient receptor potential cation channel gamma	Trpgamma					
1527	6080	8156	OG0002097	fly	FBgn0000559	eukaryotic translation elongation factor 2	eEF2					
1528	6081	8157	OG0001301	fly	FBgn0021760	chromosome bows	chb					
1529	6082	8158	OG0003830	fly	FBgn0035483	Mitochondrial E3 ubiquitin protein ligase 1	Mul1					
1530	6084	8160	OG0001809	fly	FBgn0262740	Ecotropic viral integration site 5	Evi5					
1531	6086	8162	OG0002460	fly	FBgn0034791	ER membrane protein complex subunit 8/9	EMC8-9					
1533	6088	8166	OG0003216	fly	FBgn0264449		CG43867					
1535	6094	8172	OG0001436	fly	FBgn0025836	Rho GTPase activating protein at 1A	RhoGAP1A					
1536	6095	8173	OG0001469	fly	FBgn0266671	Secretory 6	Sec6					
1537	6100	8178	OG0004588	fly	FBgn0266848	wings apart	wap					
1537	6101	8179	OG0005484	fly	FBgn0032339	WD repeat domain 59	Wdr59					
1538	6102	8180	OG0001393	fly	FBgn0032200		CG5676					
1538	6102	8180	OG0027176	fly	FBgn0031729		CG12511					
1539	6103	8181	OG0004819	fly	FBgn0039280	Molybdenum cofactor synthesis 2B	Mocs2B					
1539	6105	8183	OG0013638	fly	FBgn0260229	Molybdenum cofactor synthesis 2A	Mocs2A					
1540	6106	8184	OG0004063	fly	FBgn0030719	eukaryotic translation initiation factor 5	eIF5					
1540	6107	8185	OG0005019	fly	FBgn0004926	eukaryotic translation initiation factor 2 subunit beta	eIF2beta					
1541	6108	8186	OG0005221	fly	FBgn0020278	locomotion defects	loco					
1543	6112	8190	OG0003637	fly	FBgn0040890	kish	ksh					
1544	6114	8193	OG0001669	fly	FBgn0038465	Immune-regulated catalase	Irc					
1544	6114	8193	OG0015021	fly	FBgn0038511	Curly Su	cysu					
1544	6114	8193	OG0015021	fly	FBgn0259233		CG42331					
1544	6114	8193	OG0015021	fly	FBgn0263986	cardinal	cd					
1544	6114	8193	OG0015036	fly	FBgn0038469		CG4009					
1544	6114	8193	OG0015036	fly	FBgn0261987	Peroxinectin-like	Pxt					
1545	6118	8198	OG0001265	fly	FBgn0039140	Mitochondrial Rho	Miro					
1546	6120	8200	OG0004431	fly	FBgn0032156		CG13124					
1546	6121	8201	OG0016031	fly	FBgn0031637	mextli	mxt					
1547	6122	8202	OG0001267	fly	FBgn0010314	Cyclin-dependent kinase subunit 30A	Cks30A					
1547	6122	8202	OG0001267	fly	FBgn0037613	Cyclin-dependent kinase subunit 85A	Cks85A					
1548	6123	8203	OG0000152	fly	FBgn0259221	ATPase 8A	ATP8A					
1549	6124	8204	OG0002595	fly	FBgn0000319	Clathrin heavy chain	Chc					
1550	6126	8206	OG0001198	fly	FBgn0266757	misfire	mfr					
1551	6128	8209	OG0001273	fly	FBgn0013718	nuclear fallout	nuf					
1552	6129	8210	OG0001275	fly	FBgn0002962	nanos	nos					
1553	6131	8213	OG0001564	fly	FBgn0010905	Spinophilin	Spn					
1555	6134	8216	OG0000892	fly	FBgn0015949	hiiragi	hrg					
1556	6135	8217	OG0002789	fly	FBgn0036819	Dysbindin	Dysb					
1557	6137	8219	OG0001279	fly	FBgn0031054	Ssu72 CTD phosphatase	Ssu72					
1558	6138	8220	OG0002205	fly	FBgn0031488		Ccdc85					
1559	6140	8222	OG0001281	fly	FBgn0001228		CG4456					
1559	6140	8222	OG0001281	fly	FBgn0038080		CG12279					
1559	6140	8222	OG0001281	fly	FBgn0039145		CG6000					
1560	6141	8223	OG0001282	fly	FBgn0030809	Ubr1 ubiquitin ligase	Ubr1					
1562	6143	8225	OG0001958	fly	FBgn0034923	Upf3	Upf3					
1564	6148	8230	OG0004944	fly	FBgn0053230		CG33230					
1564	6149	8231	OG0006759	fly	FBgn0052732	SET domain containing 3	Setd3					
1565	6151	8233	OG0002796	fly	FBgn0027597		CG17712					
1565	6151	8233	OG0010091	fly	FBgn0039158	TBC1 domain family member 7	TBC1d7					
1566	6152	8234	OG0001293	fly	FBgn0025391	Sarcoglycan delta	Scgdelta					
1567	6153	8235	OG0001295	fly	FBgn0034902		CG5532					
1568	6154	8236	OG0007627	fly	FBgn0027093	Arginyl-tRNA synthetase	ArgRS					
1568	6154	8237	OG0004216	fly	FBgn0037526	Arginyl-tRNA synthetase, mitochondrial	ArgRS-m					
1569	6156	8240	OG0001302	fly	FBgn0052066		CG32066					
1570	6157	8241	OG0003069	fly	FBgn0010421	Transcription factor TFIIFbeta	TfIIFbeta					
1570	6158	8242	OG0009379	fly	FBgn0067629		CG33332					
1571	6159	8243	OG0001306	fly	FBgn0011672	Malvolio	Mvl					
1572	6160	8244	OG0004497	fly	FBgn0032799		CG10166					
1572	6161	8245	OG0005017	fly	FBgn0261020	wollknaeuel	wol					
1574	6163	8247	OG0004261	fly	FBgn0086450	suppressor of rudimentary	su(r)					
1574	6164	8248	OG0005353	fly	FBgn0000447	Dihydroorotate dehydrogenase	Dhod					
1575	6167	8251	OG0003078	fly	FBgn0261697	tectonic	tctn					
1576	6168	8252	OG0001313	fly	FBgn0041585	olf186-F	olf186-F					
1577	6169	8253	OG0001314	fly	FBgn0025814	Microsomal glutathione S-transferase-like	Mgstl					
1577	6169	8253	OG0001314	fly	FBgn0053177		CG33177					
1577	6169	8253	OG0001314	fly	FBgn0053178		CG33178					
1578	6170	8255	OG0001448	fly	FBgn0039152	Rootletin	Root					
1580	6176	8263	OG0004288	fly	FBgn0032393	Nfs1 cysteine desulfurase	Nfs1					
1580	6176	8263	OG0004288	fly	FBgn0051864	Quetzalcoatl	Qtzl					
1586	6194	8284	OG0003425	fly	FBgn0035964	Dihydropteridine reductase	Dhpr					
1587	6195	8285	OG0001331	fly	FBgn0263738	transcriptional Adaptor 2a	Ada2a					
1587	6196	8286	OG0001331	fly	FBgn0037555	transcriptional Adaptor 2b	Ada2b					
1588	6197	8287	OG0001333	fly	FBgn0003028	ovo	ovo	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	ovo	ovo	svb, shavenbaby, shaven baby, ovoD, ovo/svb	(Shaman et al., 2014, Pfreundt et al., 2010)
1589	6199	8289	OG0001127	fly	FBgn0027572		CG5009					
1589	6199	8289	OG0001127	fly	FBgn0029924		CG4586					
1589	6199	8289	OG0001127	fly	FBgn0034628	acyl-Coenzyme A oxidase at 57D proximal	Acox57D-p					
1589	6199	8289	OG0001127	fly	FBgn0034629	acyl-Coenzyme A oxidase at 57D distal	Acox57D-d					
1591	6204	8294	OG0001338	fly	FBgn0036056		CG6709					
1591	6204	8294	OG0001338	fly	FBgn0266417	ringmaker	ringer					
1594	6209	8301	OG0003479	fly	FBgn0053526	Phosphatase 1 nuclear targeting subunit	PNUTS					
1595	6211	8303	OG0001349	fly	FBgn0036154		CG6168					
1595	6211	8303	OG0001349	fly	FBgn0036999	iso Glutaminyl cyclase	isoQC					
1595	6211	8303	OG0001349	fly	FBgn0052412	Glutaminyl cyclase	QC					
1595	6211	8303	OG0001349	fly	FBgn0052413		CG32413					
1596	6212	8304	OG0002914	fly	FBgn0047178		CG32147					
1597	6216	8309	OG0016870	fly	FBgn0031302		CG14340					
1597	6216	8309	OG0016870	fly	FBgn0085380		CG34351					
1598	6217	8310	OG0004525	fly	FBgn0032863	Cell division cycle 23	Cdc23					
1598	6217	8310	OG0004525	fly	FBgn0051687		CG31687					
1598	6218	8311	OG0005556	fly	FBgn0012058	Cell division cycle 27	Cdc27					
1599	6219	8312	OG0004530	fly	FBgn0034237	eukaryotic translation initiation factor 3 subunit b	eIF3b					
1599	6220	8313	OG0005589	fly	FBgn0037135		CG7414					
1600	6221	8314	OG0001354	fly	FBgn0001248	Isocitrate dehydrogenase	Idh					
1602	6223	8316	OG0002935	fly	FBgn0031735		CG11029					
1602	6223	8316	OG0002935	fly	FBgn0036939		CG7365					
1604	6226	8321	OG0002389	fly	FBgn0037721		CG9427					
1604	6226	8321	OG0002389	fly	FBgn0038149	Gamma-interferon-inducible lysosomal thiol reductase 1	GILT1					
1604	6226	8321	OG0002389	fly	FBgn0085638		CG41378					
1604	6226	8321	OG0016860	fly	FBgn0039098	Gamma-interferon-inducible lysosomal thiol reductase 3	GILT3					
1604	6226	8321	OG0016860	fly	FBgn0039099	Gamma-interferon-inducible lysosomal thiol reductase 2	GILT2					
1606	6232	8328	OG0001368	fly	FBgn0015010	Antigen 5-related	Ag5r					
1606	6232	8328	OG0001368	fly	FBgn0020508	Antigen 5-related 2	Ag5r2					
1606	6232	8328	OG0001368	fly	FBgn0030562		CG9400					
1606	6232	8328	OG0001368	fly	FBgn0032853		CG10651					
1606	6232	8328	OG0001368	fly	FBgn0034623		CG9822					
1606	6232	8328	OG0001368	fly	FBgn0034624		CG17974					
1606	6232	8328	OG0001368	fly	FBgn0035042		CG3640					
1606	6232	8328	OG0001368	fly	FBgn0036070		CG8072					
1606	6232	8328	OG0001368	fly	FBgn0036072		CG6628					
1606	6232	8328	OG0001368	fly	FBgn0037879	SCP-containing protein C	scpr-C					
1606	6232	8328	OG0001368	fly	FBgn0037888	SCP-containing protein B	scpr-B					
1606	6232	8328	OG0001368	fly	FBgn0037889	SCP-containing protein A	scpr-A					
1606	6232	8328	OG0001368	fly	FBgn0050486		CG30486					
1606	6232	8328	OG0001368	fly	FBgn0050488	antares	antr					
1606	6232	8328	OG0001368	fly	FBgn0051296		CG31296					
1606	6232	8328	OG0001368	fly	FBgn0052679		CG32679					
1606	6232	8328	OG0001368	fly	FBgn0054002		CG34002					
1606	6232	8328	OG0001368	fly	FBgn0250842		CG17575					
1606	6232	8328	OG0001368	fly	FBgn0260766		CG42564					
1606	6232	8328	OG0001368	fly	FBgn0261848		CG42780					
1606	6233	8329	OG0001368	fly	FBgn0264297		CG43775					
1606	6233	8329	OG0001368	fly	FBgn0264298		CG43776					
1606	6233	8329	OG0001368	fly	FBgn0264299		CG43777					
1608	6236	8332	OG0003696	fly	FBgn0026323	TGF-beta activated kinase 1	Tak1					
1608	6236	8332	OG0003696	fly	FBgn0039015	Tak1-like 2	Takl2					
1608	6236	8332	OG0003696	fly	FBgn0046689	Tak1-like 1	Takl1					
1609	6237	8333	OG0011724	fly	FBgn0004607	Zn finger homeodomain 2	zfh2	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	zfh2	Zn finger homeodomain 2	zfh-2, zinc finger homeodomain 2	(Pfreundt et al., 2010)
1609	6237	8333	OG0011724	fly	FBgn0004607	Zn finger homeodomain 2	zfh2	ZINC FINGER HOMEOBOX TRANSCRIPTION FACTORS	zfh2	Zn finger homeodomain 2	zfh-2, zinc finger homeodomain 2	(Bürglin and Affolter, 2016, Zhong and Holland, 2010)
1610	6239	8335	OG0007251	fly	FBgn0003137	Papilin	Ppn					
1611	6240	8336	OG0001508	fly	FBgn0023170	Ribosomal protein L39	RpL39					
1612	6241	8337	OG0001375	fly	FBgn0040340	TRAM	TRAM					
1613	6242	8338	OG0001377	fly	FBgn0032820	fructose-1,6-bisphosphatase	fbp					
1614	6243	8339	OG0006078	fly	FBgn0033526	Chromatin assembly factor 1, p105 subunit	Caf1-105					
1614	6244	8340	OG0006615	fly	FBgn0022786	Hira	Hira					
1615	6245	8341	OG0003663	fly	FBgn0030120		CG17440					
1615	6245	8341	OG0003663	fly	FBgn0030121	CXXC finger protein 1	Cfp1					
1615	6246	8342	OG0003663	fly	FBgn0031513		CG3347					
1615	6246	8342	OG0006845	fly	FBgn0082831	protein partner of snf	pps					
1616	6247	8343	OG0005543	fly	FBgn0040011	Sarcolemma associated protein	Slmap					
1617	6252	8348	OG0005887	fly	FBgn0040623	Spase 12-subunit	Spase12					
1618	6254	8350	OG0001514	fly	FBgn0002783	moira	mor					
1619	6256	8352	OG0001917	fly	FBgn0038606		CG15803					
1619	6256	8352	OG0001917	fly	FBgn0067864	Patj	Patj					
1619	6256	8352	OG0026892	fly	FBgn0001263	inactivation no afterpotential D	inaD					
1621	6260	8356	OG0004454	fly	FBgn0046222	WD repeat domain 33	Wdr33					
1621	6261	8357	OG0006672	fly	FBgn0022288	lethal (2) 09851	l(2)09851					
1624	6264	8360	OG0000080	fly	FBgn0036043	Anion exchanger 2	Ae2					
1626	6267	8363	OG0000795	fly	FBgn0030018	slipper	slpr					
1627	6268	8365	OG0025571	fly	FBgn0032376	Tetraspanin 33B	Tsp33B					
1628	6269	8366	OG0006906	fly	FBgn0028484	Activated Cdc42 kinase	Ack					
1628	6269	8366	OG0015669	fly	FBgn0263998	Activated Cdc42 kinase-like	Ack-like					
1630	6274	8371	OG0000964	fly	FBgn0003321	small bristles	sbr					
1630	6274	8371	OG0000964	fly	FBgn0051501	nuclear export factor 4	nxf4					
1630	6274	8371	OG0000964	fly	FBgn0263232	Nuclear export factor 3	Nxf3					
1631	6276	8374	OG0004891	fly	FBgn0037220		CG14641					
1631	6277	8375	OG0002468	fly	FBgn0034598		CG4266					
1633	6281	8379	OG0002505	fly	FBgn0003447	singed	sn					
1636	6286	8385	OG0000733	fly	FBgn0004456	multiple edematous wings	mew					
1637	6288	8388	OG0001532	fly	FBgn0036101	Ninjurin A	NijA					
1637	6288	8388	OG0001532	fly	FBgn0038079	Ninjurin C	NijC					
1637	6288	8388	OG0028110	fly	FBgn0036822	Ninjurin B	NijB					
1638	6289	8389	OG0001534	fly	FBgn0004924	Topoisomerase 1	Top1					
1640	6294	8394	OG0001539	fly	FBgn0011284	Ribosomal protein S4	RpS4					
1641	6296	8397	OG0006377	fly	FBgn0036263	thoc6	thoc6					
1643	6300	8401	OG0002226	fly	FBgn0085386		CG34357					
1644	6302	8403	OG0008104	fly	FBgn0030850	Stasimon	stas					
1645	6303	8404	OG0000891	fly	FBgn0026313	X11L	X11L					
1645	6303	8404	OG0000891	fly	FBgn0052677	X11Lbeta	X11Lbeta					
1646	6305	8406	OG0001549	fly	FBgn0038421		CG17931					
1647	6307	8408	OG0000524	fly	FBgn0261570	raskol	raskol					
1649	6311	8412	OG0003684	fly	FBgn0034459	Tubulin tyrosine ligase-like 6A	TTLL6A					
1649	6311	8412	OG0003684	fly	FBgn0039501	Tubulin tyrosine ligase-like 6B	TTLL6B					
1651	6317	8419	OG0003569	fly	FBgn0036992	4-hydroxyphenylpyruvate dioxygenase	Hpd					
1652	6319	8422	OG0001401	fly	FBgn0025115	Acylphosphatase	Acyp					
1652	6319	8422	OG0001401	fly	FBgn0030078		CG10970					
1652	6319	8422	OG0001401	fly	FBgn0031700		CG14022					
1652	6319	8422	OG0001401	fly	FBgn0033893		CG18371					
1652	6319	8422	OG0001401	fly	FBgn0038363	Acylphosphatase 2	Acyp2					
1652	6319	8422	OG0001401	fly	FBgn0040524		CG11052					
1652	6319	8422	OG0001401	fly	FBgn0085190		CG34161					
1653	6320	8423	OG0003968	fly	FBgn0034231	Anaphase Promoting Complex subunit 10	APC10					
1654	6322	8425	OG0001406	fly	FBgn0016031	lamina ancestor	lama					
1655	6324	8427	OG0000402	fly	FBgn0020379	Rfx	Rfx	OTHER DNA BINDING DOMAIN TRANSCRIPTION FACTORS	Rfx	Rfx	dRFX, Regulatory factor X	(Hammonds et al., 2013)
1656	6328	8432	OG0002769	fly	FBgn0030268	Kinesin-like protein at 10A	Klp10A					
1656	6328	8432	OG0003937	fly	FBgn0034827	Kinesin-like protein at 59D	Klp59D					
1656	6328	8432	OG0013148	fly	FBgn0034824	Kinesin-like protein at 59C	Klp59C					
1658	6333	8437	OG0005104	fly	FBgn0032076	Argininosuccinate lyase	Argl					
1658	6334	8438	OG0004888	fly	FBgn0030801	Receptor component protein	Rcp					
1659	6335	8439	OG0001174	fly	FBgn0024555	falafel	flfl					
1660	6336	8440	OG0004969	fly	FBgn0037332	Holocarboxylase synthetase	Hcs					
1660	6336	8441	OG0004896	fly	FBgn0039405	Phosphatidylinositol glycan anchor biosynthesis class P	PIG-P					
1661	6338	8443	OG0004913	fly	FBgn0038272		CG7265					
1661	6339	8444	OG0005042	fly	FBgn0036194	Diphthamide biosynthesis 1	Dph1					
1662	6340	8445	OG0003674	fly	FBgn0286809	xmas	xmas					
1662	6340	8445	OG0007638	fly	FBgn0035998		CG3437					
1663	6341	8447	OG0008657	fly	FBgn0027498		CG2061					
1664	6343	8450	OG0003144	fly	FBgn0032754		CG10700					
1664	6343	8451	OG0003144	fly	FBgn0025628		CG4199					
1664	6344	8452	OG0008093	fly	FBgn0032846	Pyridine nucleotide-disulfide oxidoreductase domain 1	Pyroxd1					
1665	6346	8454	OG0001421	fly	FBgn0261458	capulet	capt					
1666	6347	8455	OG0001423	fly	FBgn0037472		CG10098					
1667	6348	8456	OG0004177	fly	FBgn0037108	ALG11, alpha-1,2-mannosyltransferase	Alg11					
1667	6349	8457	OG0007969	fly	FBgn0035401	ALG2, alpha-1,3/1,6-mannosyltransferase	Alg2					
1668	6350	8458	OG0002800	fly	FBgn0000416	Saposin-related	Sap-r					
1670	6354	8462	OG0001585	fly	FBgn0086907	Cytochrome c distal	Cyt-c-d					
1670	6354	8462	OG0001585	fly	FBgn0284248	Cytochrome c proximal	Cyt-c-p					
1671	6355	8463	OG0001432	fly	FBgn0030276	Dynein light intermediate chain	Dlic					
1672	6356	8464	OG0003872	fly	FBgn0052647		CG32647					
1672	6356	8464	OG0003872	fly	FBgn0259823		CG42404					
1673	6360	8468	OG0003519	fly	FBgn0262728	Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 2	Pal2					
1673	6360	8468	OG0003519	fly	FBgn0283509	Peptidylglycine-alpha-hydroxylating monooxygenase	Phm					
1673	6360	8468	OG0003519	fly	FBgn0283510	Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 1	Pal1					
1675	6365	8474	OG0001434	fly	FBgn0038320	specifically Rac1-associated protein 1	Sra-1					
1676	6366	8475	OG0006626	fly	FBgn0031643		CG3008					
1676	6366	8476	OG0004994	fly	FBgn0036187	RIO kinase 1	RIOK1					
1678	6371	8483	OG0003725	fly	FBgn0032881	Alpha-methylacyl-CoA racemase	Amacr					
1678	6372	8484	OG0008325	fly	FBgn0038804		CG10877					
1679	6374	8486	OG0008275	fly	FBgn0053126	Neural Lazarillo	NLaz					
1679	6374	8486	OG0026443	fly	FBgn0033799	Glial Lazarillo	GLaz					
1680	6375	8487	OG0001439	fly	FBgn0032077		CG9515					
1682	6377	8490	OG0001441	fly	FBgn0267378	sauron	sau					
1683	6378	8491	OG0004244	fly	FBgn0000100	Ribosomal protein LP0	RpLP0					
1683	6379	8492	OG0006488	fly	FBgn0033485	Ribosomal protein LP0-like	RpLP0-like					
1687	6388	8503	OG0000829	fly	FBgn0051202	alpha-Mannosidase class I c	alpha-Man-Ic					
1687	6388	8503	OG0000829	fly	FBgn0259170	alpha-Mannosidase class I a	alpha-Man-Ia					
1688	6390	8505	OG0005072	fly	FBgn0014366	noisette	noi					
1688	6391	8506	OG0005486	fly	FBgn0043455		CG5986					
1689	6392	8507	OG0005078	fly	FBgn0030655		CG9213					
1689	6393	8508	OG0005267	fly	FBgn0033615		CG7741					
1691	6395	8511	OG0003939	fly	FBgn0032251	Non-SMC element 4	Nse4					
1692	6398	8514	OG0001459	fly	FBgn0013764	Chip	Chi					
1693	6399	8515	OG0005146	fly	FBgn0035632	Bifunctional Phosphopantetheine adenylyltransferase - Dephospho-CoA kinase	Ppat-Dpck					
1693	6400	8516	OG0005374	fly	FBgn0037469	Dephospho-CoA kinase	Dpck					
1694	6401	8517	OG0001463	fly	FBgn0035436		CG12016					
1695	6402	8518	OG0001464	fly	FBgn0032434		CG5421					
1695	6402	8518	OG0001464	fly	FBgn0051030		CG31030					
1695	6402	8518	OG0001464	fly	FBgn0262515	Vacuolar H[+] ATPase AC45 accessory subunit	VhaAC45					
1696	6403	8520	OG0001625	fly	FBgn0034543	galla-1	galla-1					
1696	6403	8520	OG0001625	fly	FBgn0036107	galla-2	galla-2					
1697	6404	8522	OG0001470	fly	FBgn0061515	endosulfine	endos					
1699	6409	8528	OG0004451	fly	FBgn0032408		CG6712					
1699	6410	8529	OG0006455	fly	FBgn0039274		CG11920					
1700	6411	8530	OG0001637	fly	FBgn0250791	alpha Soluble NSF attachment protein	alphaSnap					
1702	6416	8536	OG0001642	fly	FBgn0028887		CG3491					
1702	6416	8536	OG0001642	fly	FBgn0265630	strawberry notch	sno					
1704	6421	8541	OG0002946	fly	FBgn0023540		CG3630					
1704	6421	8541	OG0002946	fly	FBgn0035384		CG2113					
1705	6423	8543	OG0001650	fly	FBgn0027279	lethal (1) G0196	l(1)G0196					
1706	6424	8544	OG0025311	fly	FBgn0262111	forked	f					
1707	6426	8547	OG0005372	fly	FBgn0029906	xiantuan	xit					
1707	6427	8548	OG0005607	fly	FBgn0032234	garnysstan	gny					
1709	6431	8552	OG0002076	fly	FBgn0001941	infertile crescent	ifc					
1710	6432	8553	OG0005424	fly	FBgn0031060		CG14231					
1710	6433	8554	OG0005492	fly	FBgn0283681	Tcs3	Tcs3					
1711	6434	8555	OG0004658	fly	FBgn0031093		CG9581					
1711	6434	8555	OG0004658	fly	FBgn0260481		CG32454					
1711	6435	8556	OG0006661	fly	FBgn0000455	Dipeptidase C	Dip-C					
1713	6437	8559	OG0003517	fly	FBgn0000566	Ecdysone-induced protein 55E	Eip55E					
1715	6440	8563	OG0003926	fly	FBgn0260857	Blocked early in transport 1	Bet1					
1720	6453	8578	OG0001557	fly	FBgn0041096	rolling pebbles	rols					
1721	6454	8579	OG0001507	fly	FBgn0033460	Secretory 24AB	Sec24AB					
1723	6460	8585	OG0002146	fly	FBgn0051619	no long nerve cord	nolo					
1724	6461	8586	OG0004558	fly	FBgn0266581	pitchoune	pit					
1724	6461	8587	OG0005743	fly	FBgn0037561		CG9630					
1726	6463	8589	OG0001679	fly	FBgn0029823	Serine hydroxymethyl transferase	Shmt					
1727	6464	8590	OG0005132	fly	FBgn0265082	Chondrocyte-derived ezrin-like domain containing protein	Cdep					
1729	6469	8595	OG0002138	fly	FBgn0053653	Calcium-dependent secretion activator	Cadps					
1731	6471	8597	OG0001721	fly	FBgn0025641	Dishevelled Associated Activator of Morphogenesis	DAAM					
